idx,date,hash,a,b,c,d,e,f,g,h,Y
26333,20190712,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,5,0,77,0,0,0,0,0,0
26334,20190713,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,10,0,77,0,0,0,0,0,0
26335,20190714,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,2,0,77,0,0,0,0,0,0
26336,20190715,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,2,0,77,0,0,0,0,0,0
26337,20190716,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,1,0,77,0,0,0,0,0,0
26338,20190717,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,0,0,77,0,0,0,0,0,0
26339,20190718,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,0,0,77,0,0,0,0,0,0
26340,20190719,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,2,0,77,0,0,0,0,0,0
26341,20190720,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,2,0,77,0,0,0,0,0,0
26342,20190721,a6ee88dfa7acaad307c6275f1aabec323c6557efbb66abffdf2e55c8cbef9099,0,0,77,0,0,0,0,0,0
26343,20190701,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26344,20190702,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,3,0,77,0,0,0,0,0,0
26345,20190703,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,3,0,77,0,0,0,0,0,0
26346,20190704,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26347,20190705,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26348,20190706,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,1,0,77,0,0,0,0,0,0
26349,20190707,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,2,0,77,0,0,0,0,0,0
26350,20190708,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,2,0,77,0,0,0,0,0,0
26351,20190709,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,2,0,77,0,0,0,0,0,0
26352,20190710,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26353,20190711,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26354,20190712,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,1,0,77,0,0,0,0,0,0
26355,20190713,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26356,20190714,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,1,0,77,0,0,0,0,0,0
26357,20190715,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,2,0,77,0,0,0,0,0,0
26358,20190716,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,9,0,77,0,0,0,0,0,0
26359,20190717,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,3,0,77,0,0,0,0,0,0
26360,20190718,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,5,0,77,0,0,0,0,0,0
26361,20190719,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,2,0,77,0,0,0,0,0,0
26362,20190720,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,4,0,77,0,0,0,0,0,0
26363,20190721,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,4,0,77,0,0,0,0,0,0
26364,20190722,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,1,0,77,0,0,0,0,0,0
26365,20190723,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,2,0,77,0,0,0,0,0,0
26366,20190724,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,2,0,77,0,0,0,0,0,0
26367,20190725,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,1,0,77,0,0,0,0,0,0
26368,20190726,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,6,0,77,0,0,0,0,0,0
26369,20190727,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26370,20190728,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,4,0,77,0,0,0,0,0,0
26371,20190729,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,1,0,77,0,0,0,0,0,0
26372,20190730,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,1,0,77,0,0,0,0,0,0
26373,20190731,112e62487271942407b6bf619294f068980ecfa29884919c16bfc701b2bc8573,0,0,77,0,0,0,0,0,0
26374,20190712,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,36,0,77,0,0,0,0,0,0
26375,20190713,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,54,0,77,0,0,0,0,0,0
26376,20190714,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,69,0,77,0,0,0,0,0,0
26377,20190715,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,51,1,77,77,1,1,2,0,1
26378,20190716,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,64,0,77,0,0,0,0,0,0
26379,20190717,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,65,0,77,0,0,0,0,0,0
26380,20190718,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,68,0,77,0,0,0,0,0,0
26381,20190719,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,61,0,77,0,0,0,0,0,0
26382,20190720,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,68,0,77,0,0,0,0,0,0
26383,20190721,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,56,0,77,0,0,0,0,0,0
26384,20190722,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,66,0,77,0,0,0,0,0,0
26385,20190723,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,62,0,77,0,0,0,0,0,0
26386,20190724,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,41,0,77,0,0,0,0,0,0
26387,20190725,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,43,0,77,0,0,0,0,0,0
26388,20190726,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,56,0,77,0,0,0,0,0,0
26389,20190727,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,71,0,77,0,0,0,0,0,0
26390,20190728,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,57,0,77,0,0,0,0,0,0
26391,20190729,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,94,0,77,0,0,0,0,0,0
26392,20190730,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,74,0,77,0,0,0,0,0,0
26393,20190731,15d572b5c21cd0a0273a3a038337a9b357a88fe8474b84f2ff5ac03983ee9247,61,0,77,0,0,0,0,0,0
26394,20190701,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,0,0,77,0,0,0,0,0,0
26395,20190702,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,2,0,77,0,0,0,0,0,0
26396,20190703,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,3,0,77,0,0,0,0,0,0
26397,20190704,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,3,0,77,0,0,0,0,0,0
26398,20190705,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,9,0,77,0,0,0,0,0,0
26399,20190706,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,11,1,77,77,0,0,0,0,0
26400,20190707,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,0,0,77,0,0,0,0,0,0
26401,20190708,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,11,0,77,0,0,0,0,0,0
26402,20190709,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,9,0,77,0,0,0,0,0,0
26403,20190710,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,4,0,77,0,0,0,0,0,0
26404,20190711,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,3,0,77,0,0,0,0,0,0
26405,20190712,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,2,0,77,0,0,0,0,0,0
26406,20190713,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,2,0,77,0,0,0,0,0,0
26407,20190714,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,3,0,77,0,0,0,0,0,0
26408,20190715,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,0,0,77,0,0,0,0,0,0
26409,20190716,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,1,0,77,0,0,0,0,0,0
26410,20190717,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,6,0,77,0,0,0,0,0,0
26411,20190718,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,1,0,77,0,0,0,0,0,0
26412,20190719,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,3,0,77,0,0,0,0,0,0
26413,20190720,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,4,0,77,0,0,0,0,0,0
26414,20190721,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,10,0,77,0,0,0,0,0,0
26415,20190722,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,1,0,77,0,0,0,0,0,0
26416,20190723,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,0,0,77,0,0,0,0,0,0
26417,20190724,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,3,0,77,0,0,0,0,0,0
26418,20190725,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,0,0,77,0,0,0,0,0,0
26419,20190726,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,6,1,77,77,0,0,0,0,0
26420,20190727,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,3,0,77,0,0,0,0,0,0
26421,20190728,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,2,0,77,0,0,0,0,0,0
26422,20190729,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,0,0,77,0,0,0,0,0,0
26423,20190730,884aa93df355b809f0eef5b2a001e635c7a8eff30a5440b15542591416eaa7d8,0,0,77,0,0,1,0,0,1
26424,20190701,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,207,1,77,77,0,0,0,0,0
26425,20190702,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,135,0,77,0,0,0,0,0,0
26426,20190703,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,147,1,77,77,0,0,0,0,0
26427,20190704,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,105,1,77,77,0,0,0,0,0
26428,20190705,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,55,2,77,154,0,0,0,0,0
26429,20190706,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,80,1,77,77,0,0,0,0,0
26430,20190707,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,67,1,77,77,0,0,0,0,0
26431,20190708,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,83,0,77,0,0,0,0,0,0
26432,20190709,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,77,1,77,77,1,1,0,0,0
26433,20190710,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,82,1,77,77,0,0,0,0,0
26434,20190711,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,120,0,77,0,0,0,0,0,0
26435,20190712,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,92,0,77,0,0,0,0,0,0
26436,20190713,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,152,3,77,231,0,0,0,0,0
26437,20190714,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,109,1,77,77,0,0,0,0,0
26438,20190715,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,104,0,77,0,0,0,0,0,0
26439,20190716,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,146,2,77,154,1,1,1,0,0
26440,20190717,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,91,0,77,0,0,0,0,0,0
26441,20190718,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,107,6,77,462,3,2,1,0,2
26442,20190719,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,81,2,77,154,0,0,0,0,0
26443,20190720,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,115,0,77,0,1,0,0,0,0
26444,20190721,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,85,0,77,0,0,0,0,0,0
26445,20190722,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,108,0,77,0,0,0,0,0,0
26446,20190723,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,119,2,77,154,3,1,0,0,1
26447,20190724,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,97,3,77,231,0,0,0,0,0
26448,20190725,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,126,3,77,231,1,1,0,0,0
26449,20190726,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,123,1,77,77,0,0,0,0,0
26450,20190727,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,120,3,77,231,0,0,0,0,0
26451,20190728,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,182,1,77,77,0,0,0,0,0
26452,20190729,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,132,2,77,154,8,3,0,0,1
26453,20190730,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,77,1,77,77,0,0,0,0,0
26454,20190731,7ab2b2fda8d1fb2ecc5e68969cb60ad96f0091d7670221045cf6d16857f83ac4,137,1,77,77,0,0,0,0,0
26455,20190701,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,370,5,83,418,1,0,0,0,0
26456,20190702,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,357,2,77,154,0,0,0,0,0
26457,20190703,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,354,3,80,242,1,1,0,0,1
26458,20190704,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,201,1,77,77,0,0,0,0,0
26459,20190705,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,145,0,77,0,0,0,0,0,0
26460,20190706,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,112,2,77,154,0,0,0,0,0
26461,20190707,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,152,2,77,154,1,1,0,0,0
26462,20190708,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,101,2,77,154,1,1,0,0,0
26463,20190709,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,124,0,77,0,0,0,0,0,0
26464,20190710,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,107,3,77,231,3,2,0,0,0
26465,20190711,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,102,1,77,77,0,0,0,0,0
26466,20190712,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,107,0,77,0,0,0,0,0,0
26467,20190713,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,372,0,77,0,0,0,0,0,0
26468,20190714,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,337,0,77,0,0,0,0,0,0
26469,20190715,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,156,0,77,0,0,0,0,0,0
26470,20190716,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,395,1,77,77,0,0,0,0,0
26471,20190717,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,462,2,77,154,0,0,0,0,0
26472,20190718,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,178,1,77,77,0,0,0,0,0
26473,20190719,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,137,0,77,0,0,0,0,0,0
26474,20190720,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,118,0,77,0,0,0,0,0,0
26475,20190721,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,129,1,77,77,0,0,0,0,0
26476,20190722,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,143,0,77,0,0,0,0,0,0
26477,20190723,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,132,0,77,0,0,0,0,0,0
26478,20190724,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,156,0,77,0,1,0,0,0,0
26479,20190725,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,129,4,77,308,1,0,0,0,0
26480,20190726,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,180,0,77,0,0,0,0,0,0
26481,20190727,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,205,1,77,77,1,1,1,0,0
26482,20190728,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,156,4,77,308,0,0,0,0,0
26483,20190729,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,127,4,77,308,1,0,0,0,0
26484,20190730,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,134,2,77,154,2,1,1,0,2
26485,20190731,9bc74a652f02f8fb5c6584b083223fe2885c5f70775d4f2e94ad244d7ac85e8c,159,0,77,0,0,0,0,0,0
26486,20190729,fc940466ee87fd79679a572b7932970df4b6596b750a666a42d67a7e64e05a87,16,0,77,0,0,0,0,0,0
26487,20190730,fc940466ee87fd79679a572b7932970df4b6596b750a666a42d67a7e64e05a87,11,0,77,0,0,0,0,0,0
26488,20190731,fc940466ee87fd79679a572b7932970df4b6596b750a666a42d67a7e64e05a87,23,0,77,0,0,0,0,0,0
26489,20190701,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,196,10,85,858,3,2,0,0,2
26490,20190702,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,149,9,86,781,1,1,0,0,0
26491,20190703,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,137,8,88,704,1,1,0,0,1
26492,20190704,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,154,12,93,1122,2,1,0,0,1
26493,20190705,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,119,9,84,759,0,0,0,0,0
26494,20190706,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,170,10,88,880,3,2,0,0,1
26495,20190707,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,99,7,89,627,0,0,0,0,0
26496,20190708,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,159,19,85,1617,3,3,0,0,1
26497,20190709,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,119,10,88,880,1,1,0,0,0
26498,20190710,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,115,6,84,506,2,1,0,0,1
26499,20190711,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,95,10,90,902,2,1,0,0,1
26500,20190712,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,150,9,99,891,1,1,0,0,0
26501,20190713,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,131,3,99,297,1,1,0,0,0
26502,20190714,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,175,11,92,1012,1,1,0,0,0
26503,20190715,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,146,8,89,715,1,1,0,0,0
26504,20190716,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,147,8,93,748,2,1,0,0,0
26505,20190717,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,123,8,93,748,2,2,0,0,1
26506,20190718,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,120,6,99,594,2,1,0,0,1
26507,20190719,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,170,5,96,484,4,4,0,0,1
26508,20190720,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,193,15,88,1320,4,4,0,0,1
26509,20190721,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,139,16,96,1551,4,3,0,0,1
26510,20190722,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,168,12,93,1122,0,0,0,0,0
26511,20190723,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,193,16,97,1562,2,2,0,0,1
26512,20190724,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,184,17,88,1496,4,3,0,0,2
26513,20190725,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,140,15,96,1452,4,3,0,0,2
26514,20190726,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,237,19,94,1804,5,4,0,2,2
26515,20190727,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,164,8,89,715,0,0,0,0,0
26516,20190728,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,174,6,99,594,2,1,0,0,1
26517,20190729,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,150,12,93,1122,2,1,0,0,2
26518,20190730,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,158,9,88,792,2,1,1,0,0
26519,20190731,0429997f350295966b3ace9a9a50e70b37745e3e8ae3b276b1067e9f8377d8f8,154,16,89,1430,3,3,0,0,3
26520,20190710,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26521,20190711,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26522,20190712,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26523,20190713,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,8,0,77,0,0,0,0,0,0
26524,20190714,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26525,20190715,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26526,20190716,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,3,0,77,0,0,0,0,0,0
26527,20190717,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26528,20190718,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,1,0,77,0,0,0,0,0,0
26529,20190719,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,4,0,77,0,0,0,0,0,0
26530,20190720,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,2,0,77,0,0,0,0,0,0
26531,20190721,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,6,1,77,77,0,0,0,0,0
26532,20190722,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26533,20190723,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,1,0,77,0,0,0,0,0,0
26534,20190724,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26535,20190725,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26536,20190726,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26537,20190727,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26538,20190728,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
26539,20190729,d849a592557c049430f69baafc00851869a7038e58103136d5a4a2bdf811b5c9,0,0,77,0,0,0,0,0,0
